experiment "Irregular waves for ECN campaign SOFTWIND SPAR" with ("nantes_main_posn/default.ttf")
/* Wave data read from .dat files prepared with MatLab routine LHEEA_irrwave_generation_SW_SPAR_additionnal.m */
/* Poly-chromatic wave data*/
wave (or run) 1;
Period	Frequency	Amplitude	Height	Direction	Phase
s	Hz	m	m	deg	rad
1.34737	0.742188	0.000955845	0.00191169	0	1.86819
1.3456	0.743164	0.000953835	0.00190767	0	0.173454
1.34383	0.744141	0.000951825	0.00190365	0	3.72865
1.34207	0.745117	0.000949816	0.00189963	0	5.30201
1.34031	0.746094	0.000947809	0.00189562	0	2.39399
1.33856	0.74707	0.000945802	0.0018916	0	4.7115
1.33681	0.748047	0.000943797	0.00188759	0	3.2116
1.33507	0.749023	0.000941793	0.00188359	0	3.3989
1.33333	0.75	0.00093979	0.00187958	0	6.0283
1.3316	0.750977	0.000937789	0.00187558	0	5.05144
1.32987	0.751953	0.000935789	0.00187158	0	0.203092
1.32815	0.75293	0.000933791	0.00186758	0	4.45721
1.32642	0.753906	0.000931794	0.00186359	0	2.92169
1.32471	0.754883	0.000929798	0.0018596	0	5.95363
1.323	0.755859	0.000927805	0.00185561	0	1.3913
1.32129	0.756836	0.000925813	0.00185163	0	1.67806
1.31959	0.757813	0.000923822	0.00184764	0	0.511916
1.31789	0.758789	0.000921834	0.00184367	0	2.69309
1.3162	0.759766	0.000919847	0.00183969	0	0.684985
1.31451	0.760742	0.000917862	0.00183572	0	3.9822
1.31282	0.761719	0.000915879	0.00183176	0	5.04517
1.31114	0.762695	0.000913898	0.0018278	0	4.37813
1.30946	0.763672	0.000911919	0.00182384	0	4.81425
1.30779	0.764648	0.000909942	0.00181988	0	2.1517
1.30612	0.765625	0.000907967	0.00181593	0	5.31464
1.30446	0.766602	0.000905994	0.00181199	0	2.69403
1.3028	0.767578	0.000904023	0.00180805	0	5.17741
1.30114	0.768555	0.000902055	0.00180411	0	3.93639
1.29949	0.769531	0.000900088	0.00180018	0	0.901154
1.29785	0.770508	0.000898124	0.00179625	0	0.492519
1.2962	0.771484	0.000896163	0.00179233	0	0.115187
1.29456	0.772461	0.000894203	0.00178841	0	0.419246
1.29293	0.773438	0.000892246	0.00178449	0	2.88137
1.2913	0.774414	0.000890292	0.00178058	0	0.712148
1.28967	0.775391	0.000888339	0.00177668	0	0.174568
1.28805	0.776367	0.00088639	0.00177278	0	4.74293
1.28643	0.777344	0.000884443	0.00176889	0	2.48092
1.28482	0.77832	0.000882498	0.001765	0	4.69315
1.28321	0.779297	0.000880556	0.00176111	0	2.84254
1.2816	0.780273	0.000878616	0.00175723	0	2.82798
1.28	0.78125	0.00087668	0.00175336	0	3.00382
1.2784	0.782227	0.000874745	0.00174949	0	2.97825
1.27681	0.783203	0.000872814	0.00174563	0	5.04642
1.27522	0.78418	0.000870885	0.00174177	0	2.52831
1.27363	0.785156	0.000868959	0.00173792	0	5.68431
1.27205	0.786133	0.000867036	0.00173407	0	0.232861
1.27047	0.787109	0.000865116	0.00173023	0	4.8624
1.2689	0.788086	0.000863198	0.0017264	0	0.789428
1.26733	0.789063	0.000861284	0.00172257	0	3.88624
1.26576	0.790039	0.000859372	0.00171874	0	0.0651206
1.2642	0.791016	0.000857463	0.00171493	0	3.3843
1.26264	0.791992	0.000855557	0.00171111	0	0.0189624
1.26108	0.792969	0.000853654	0.00170731	0	5.97653
1.25953	0.793945	0.000851755	0.00170351	0	5.68881
1.25799	0.794922	0.000849858	0.00169972	0	5.00121
1.25644	0.795898	0.000847964	0.00169593	0	5.75084
